"SpMax_L" "J_Dz(e)" "C%" "SdssC" "HyWi_B(m)" "LOC" "SM6_L" "F03[C-O]" "Me" "Mi" "SpPosA_B(p)" "B01[C-Br]" "B03[C-Cl]" "SpMax_A" "Psi_i_1d" "SdO" "TI2_L" "SpMax_B(m)" "Psi_i_A" "SM6_B(m)" "Y"
"650" 5.369 2.4228 32.4 0 4.22 1.315 11.166 "12" 1.044 1.134 1.236 "0" "0" 2.374 0 45.922 4.369 4.714 3 10.183 "0"
"651" 4.856 3.0549 40.9 -0.991 3.613 1.662 10.15 "3" 1.033 1.12 1.234 "0" "1" 2.281 -0.002 10.2 2.83 3.904 2.829 8.804 "0"
"652" 5.395 2.6091 40 0 4.144 1.006 11.361 "6" 0.982 1.119 1.301 "0" "0" 2.449 0 0 3.714 4.055 2.147 9.332 "0"
"653" 4.849 3.0066 39.3 0 3.442 1.546 10.067 "2" 0.986 1.129 1.246 "0" "0" 2.278 -0.002 10.413 2.303 3.682 2.256 8.33 "0"
"654" 5.268 3.9791 57.1 0 4.005 1.197 10.51 "0" 1.099 1.085 1.399 "0" "1" 2.439 0.001 0 1.098 4.262 3.103 9.544 "0"
"655" 5.313 3.3759 35 0 3.484 1.16 10.388 "4" 1.018 1.125 1.27 "0" "0" 2.311 -0.008 21.444 1.833 4.725 2.932 9.496 "0"
"656" 5.38 3.8121 33.3 0 3.739 1.197 10.666 "10" 1.07 1.129 1.221 "0" "0" 2.389 0.001 42.164 1.962 4.74 3.565 9.679 "0"
"657" 4.876 2.3994 42.9 0.401 3.793 0.662 10.516 "0" 0.985 1.126 1.289 "0" "0" 2.298 0 0 4.008 3.742 2.102 8.832 "0"
"658" 4.795 3.1901 38.5 -0.44 3.464 1.662 10.144 "5" 1.002 1.131 1.237 "0" "0" 2.278 -0.002 10.87 2.609 3.724 2.436 8.46 "0"
"659" 4.814 2.6622 33.3 0 5.219 0.76 10.54 "0" 0.999 1.112 1.452 "1" "0" 2.247 0 0 1.366 6.918 1.861 13.359 "0"
"660" 4.821 1.7046 36.4 0 3.183 0 10.081 "4" 0.998 1.132 1.147 "0" "0" 2.487 0.004 0 1.669 3.552 1.833 8.16 "0"
"661" 5.256 2.8227 37.5 1.509 3.163 0.861 10.335 "2" 0.98 1.13 1.277 "0" "0" 2.327 0.012 11.013 1.037 3.597 2.258 8.072 "0"
"662" 5.105 2.1775 35.6 -3.756 4.024 1.009 10.889 "18" 1.022 1.134 1.153 "0" "0" 2.381 0 46.833 4.315 3.644 2.935 8.901 "0"
"663" 5.312 2.3744 38.5 0 4.151 1.773 10.862 "15" 0.993 1.123 1.258 "0" "0" 2.351 0 13.18 3.749 4.432 2.179 9.497 "0"
"664" 5.718 2.1601 45.7 0.951 4.802 1.11 11.097 "0" 0.977 1.09 1.471 "0" "0" 2.527 0 0 1.942 10.349 1.943 14.03 "0"
"665" 5.301 3.2179 33.3 -0.331 4.046 2.058 10.721 "7" 1.011 1.115 1.309 "0" "0" 2.36 0 12.071 2.598 4.824 2.42 9.789 "0"
"666" 5.446 2.5224 40 0 4.116 1.197 10.882 "12" 1.018 1.111 1.308 "0" "0" 2.397 0 21.296 3.431 4.719 2.57 9.801 "0"
"667" 4.65 2.596 42.3 0 3.361 1.758 9.82 "2" 0.981 1.12 1.276 "0" "0" 2.224 0.004 10.332 2.705 3.652 2.236 8.227 "0"
"668" 5.236 3.9253 46.2 0 3.967 0.799 10.434 "2" 1.123 1.09 1.352 "0" "1" 2.414 0.004 0 0.873 4.295 3.046 9.557 "0"
"669" 5.188 3.1467 40 0 5.069 1.781 10.7 "4" 1.026 1.093 1.461 "1" "0" 2.35 0 0 3.228 6.914 2.135 13.183 "0"
"670" 4.985 2.0546 38.7 1.982 3.408 0.569 10.158 "3" 0.977 1.127 1.236 "0" "0" 2.327 0.001 11.653 2.096 3.547 1.974 8.148 "0"
"671" 5.512 2.2581 40.4 0 4.013 1.555 10.927 "4" 0.998 1.124 1.227 "0" "0" 2.426 0 0 4.054 3.787 2.301 8.93 "0"
"672" 5.349 1.9393 49.2 0 4.332 0.541 11.225 "3" 0.977 1.106 1.312 "0" "0" 2.5 0 0 2.737 3.882 1.989 9.367 "0"
"673" 5.535 2.4918 41.2 0 5.587 1.707 11.349 "6" 1.017 1.097 1.429 "1" "0" 2.484 0 0 4.711 6.912 2.073 13.654 "0"
"674" 5.131 2.5259 50 -0.688 3.829 1.126 10.558 "9" 1.009 1.104 1.269 "0" "0" 2.384 0 23.875 2.895 3.833 2.546 8.899 "0"
"675" 5.095 1.9952 34.9 -0.437 3.866 0.737 10.802 "11" 1.003 1.137 1.207 "0" "0" 2.383 0 34.836 3.664 3.58 2.633 8.709 "0"
"676" 5.993 1.665 42.9 0.765 4.84 0.692 12.114 "0" 1.059 1.103 1.366 "0" "1" 2.804 0 0 2.191 4.416 2.494 10.41 "0"
"677" 5.775 1.9708 36.7 0.232 4.057 1.81 11.419 "8" 0.98 1.133 1.234 "0" "0" 2.678 0 26.695 3.151 3.855 2.067 8.917 "0"
"678" 5.029 2.7083 46.2 0 3.479 1.139 10.174 "0" 0.977 1.115 1.312 "0" "0" 2.369 0.001 0 1.808 3.875 1.923 8.536 "0"
"679" 5.092 2.3662 41.9 0 3.418 0.985 10.296 "0" 0.966 1.121 1.293 "0" "0" 2.387 0.001 0 1.554 3.696 1.731 8.28 "0"
"680" 5.493 2.3368 38.5 1.531 3.145 0.853 10.592 "0" 0.964 1.128 1.288 "0" "0" 2.53 -0.006 0 0.818 3.662 1.708 8.011 "0"
"681" 5.352 2.412 58.3 -0.321 3.898 0.682 10.784 "8" 1.021 1.084 1.327 "0" "1" 2.518 0 24.433 1.322 4.041 2.575 9.177 "0"
"682" 5.416 2.4805 51.9 -0.735 4.305 0.73 10.964 "11" 1.031 1.097 1.309 "1" "0" 2.551 0 24.769 1.407 6.88 2.724 11.646 "0"
"683" 5.352 2.415 56 -0.514 3.807 0.682 10.784 "11" 1.021 1.092 1.291 "0" "0" 2.518 0 24.305 1.322 3.968 2.686 8.971 "0"
"684" 5.386 2.1526 60 -0.132 3.973 0.548 10.964 "8" 1.002 1.083 1.336 "0" "0" 2.548 0 25.26 1.599 4.029 2.367 9.184 "0"
"685" 5.418 3.1295 54.5 0 5.692 0.72 11.151 "0" 1.078 1.022 1.617 "1" "0" 2.532 0 0 2.359 6.991 2.159 13.877 "0"
"686" 4.992 2.5599 46.2 0 3.896 0.75 10.568 "0" 1.01 1.114 1.323 "0" "1" 2.368 0 0 2.478 3.989 2.389 9.228 "0"
"687" 4.89 1.9828 46.3 0 3.88 1.745 10.484 "0" 0.974 1.113 1.311 "0" "0" 2.33 0 0 4.222 3.779 2.033 8.855 "0"
"688" 4.893 2.2807 48.4 0 3.603 0.648 10.32 "0" 0.97 1.107 1.334 "0" "0" 2.312 0 0 2.866 3.728 1.878 8.623 "0"
"689" 4.644 1.6696 31.8 0.135 3.937 4.12 10.222 "3" 0.973 1.144 1.175 "0" "0" 2.306 0 11.381 9.52 3.532 1.819 8.485 "0"
"690" 4.303 3.1007 41.7 0 2.938 0.862 9.067 "0" 0.977 1.097 1.439 "0" "0" 2.115 0.125 0 0.956 4.069 1.917 8.506 "0"
"691" 4.802 2.6499 46.7 0.848 3.501 0.664 10.012 "0" 1.001 1.078 1.428 "0" "0" 2.364 -0.007 0 1.146 4.177 2.1 8.992 "0"
"692" 4.802 1.7012 50 0 4.212 0 10.767 "0" 1.006 1.069 1.455 "0" "0" 2.406 0 0 4.164 4.462 1.967 9.901 "0"
"693" 5.199 2.2119 46.4 0 3.826 0.604 10.853 "2" 1.006 1.12 1.301 "0" "0" 2.726 0 0 2.47 4.403 2.137 9.363 "0"
"694" 4.414 3.1806 42.9 0 2.868 0.802 9.183 "0" 0.982 1.125 1.295 "0" "0" 2.101 -0.077 0 0.975 3.579 2.095 7.821 "0"
"695" 4.414 3.1554 42.9 0 2.868 0.802 9.183 "0" 0.982 1.125 1.298 "0" "0" 2.101 -0.077 0 0.975 3.573 2.095 7.817 "0"
"696" 4.414 3.2871 45.5 0 3.11 0.802 9.183 "0" 1.018 1.116 1.323 "0" "1" 2.101 -0.081 0 0.975 3.867 2.397 8.386 "0"
"697" 4.499 3.1749 50 0 3.059 1.125 9.311 "0" 1.007 1.118 1.315 "0" "0" 2.136 0.047 0 1.481 3.653 2.646 8.126 "0"
"698" 4.414 2.2803 30 0 2.736 0.802 9.183 "0" 0.97 1.149 1.178 "0" "0" 2.101 -0.065 0 0.975 3.178 1.643 7.138 "0"
"699" 4.861 2.9856 52.9 0 3.268 0 9.863 "0" 0.985 1.103 1.338 "0" "0" 2.303 -0.007 0 1.047 3.842 2.033 8.4 "0"
"700" 5.325 2.5675 40 1.306 3.647 1.25 10.764 "2" 0.982 1.127 1.265 "0" "0" 2.447 0 0 1.996 3.826 1.964 8.634 "0"
"701" 4.599 1.8586 26.7 0 3.676 0 10.013 "0" 1.007 1.139 1.215 "0" "0" 2.211 -0.001 0 3.499 4.125 1.905 8.885 "0"
"702" 4 2.1902 25 0 2.605 0 8.623 "0" 0.984 1.166 1.107 "0" "0" 2 0.121 0 0.667 3.061 1.833 6.883 "0"
"703" 4.93 2.6974 39.1 0 3.584 0.673 10.289 "0" 1.012 1.144 1.242 "0" "0" 2.334 -0.001 0 2.214 3.835 2.405 8.682 "0"
"704" 5.286 3.4839 36.4 -1.986 3.805 1.622 10.617 "12" 1.018 1.14 1.224 "0" "0" 2.458 0 35.814 1.615 3.789 2.861 8.759 "0"
"705" 5.022 1.587 44.7 -2.162 4.825 0.795 11.593 "6" 1.014 1.12 1.291 "0" "1" 2.393 0 49.914 8.322 4.006 2.505 10.017 "0"
"706" 5.067 1.5353 51.2 -1.375 4.252 0.584 11.145 "12" 1.02 1.105 1.286 "0" "0" 2.419 0 46.841 4.947 3.833 2.623 9.377 "0"
"707" 5.31 2.7525 37.5 -0.278 4.14 1.251 11.115 "8" 1.02 1.131 1.26 "0" "1" 2.473 0 12.059 3.069 4.063 2.446 9.397 "0"
"708" 5.302 3.576 31 0 4.172 1.928 10.762 "8" 1.045 1.121 1.316 "0" "1" 2.377 0 0 2.989 4.701 2.554 9.944 "0"
"709" 4.596 2.3621 30.4 0 2.867 0.875 9.54 "0" 0.969 1.148 1.2 "0" "0" 2.175 0.037 0 1.069 3.247 1.708 7.325 "0"
"710" 4.799 3.2436 28 0 3.579 1.604 10.026 "0" 1.015 1.164 1.211 "0" "1" 2.283 -0.002 0 2.211 3.949 2.316 8.723 "0"
"711" 4.816 3.2336 28.6 0 3.637 1.59 10.18 "0" 1.009 1.161 1.221 "0" "1" 2.294 0.001 0 2.457 3.951 2.282 8.773 "0"
"712" 5.219 2.2204 39.6 2.753 3.964 1.362 11.07 "11" 0.989 1.126 1.257 "0" "0" 2.616 0 24.463 4.097 3.791 2.322 9.014 "0"
"713" 5.065 3.2439 40.6 0.036 3.587 1.938 10.289 "3" 0.984 1.126 1.276 "0" "0" 2.337 -0.001 11.766 2.563 3.728 2.233 8.541 "0"
"714" 5.216 1.781 38.8 1.53 4.066 1.092 11.197 "15" 1 1.129 1.225 "0" "0" 2.613 0 37.047 4.681 3.848 2.413 9.13 "0"
"715" 4.992 2.5242 43.8 0 3.677 0.75 10.568 "0" 0.981 1.122 1.298 "0" "0" 2.368 0 0 2.478 3.822 2.125 8.764 "0"
"716" 4.85 2.209 46.4 -0.374 4.117 0.697 10.609 "2" 1.033 1.111 1.318 "0" "1" 2.299 0 11.732 4.266 4.051 2.544 9.469 "0"
"717" 4.593 2.9033 38.9 -0.536 3.232 1.461 9.665 "1" 1.01 1.136 1.231 "0" "0" 2.175 0.015 10.28 2.298 3.601 2.683 8.2 "0"
"718" 5.014 2.7382 57.1 0 3.556 0 10.384 "4" 0.993 1.089 1.356 "0" "0" 2.469 -0.001 0 1.305 4.066 2.013 8.83 "0"
"719" 3.932 3.2848 40 0 3.303 2.585 9.11 "0" 0.965 1.125 1.304 "0" "0" 1.942 -0.007 0 4.891 3.244 1.958 7.937 "0"
"720" 3 1.9808 20 0 2.771 0.918 6.594 "0" 1.083 1.144 1.306 "0" "0" 1.414 0.87 0 1.333 3.813 3.241 8.225 "0"
"721" 3 1.9184 20 0 3.572 0.918 6.594 "0" 1.064 1.123 1.439 "1" "0" 1.414 0.803 0 1.333 6.87 2.787 11.578 "0"
"722" 3.618 2.2995 27.3 0 4.081 1.522 7.853 "0" 0.999 1.122 1.43 "1" "0" 1.732 0.319 0 2.094 6.873 2 12.253 "0"
"723" 3.732 2.4553 28.6 0 3.09 1.585 8.16 "0" 1.005 1.14 1.258 "0" "1" 1.802 -0.211 0 2.488 3.578 2.37 8.315 "0"
"724" 3.732 2.3783 29.4 0 3.605 1.585 8.16 "0" 0.972 1.137 1.297 "1" "0" 1.802 -0.187 0 2.488 6.866 1.792 11.564 "0"
"725" 3.932 2.7496 31.3 0 4.294 2.585 9.11 "0" 0.974 1.133 1.306 "1" "0" 1.942 -0.006 0 4.891 6.867 1.708 12.258 "0"
"726" 5.303 4.0011 29.4 0 4.758 1.392 10.053 "0" 1.013 1.109 1.461 "1" "0" 2.236 0.038 0 1.164 6.89 2.028 12.947 "0"
"727" 5.646 4.7601 25 0 3.647 0.811 10.505 "0" 1.246 1.213 1.216 "0" "0" 2.303 -0.094 0 1.411 4.281 4.368 9.233 "0"
"728" 4.562 4.3417 33.3 -0.198 3.486 0.918 9.184 "0" 1.177 1.101 1.384 "0" "0" 2 -0.257 0 1.521 4.265 3.296 9.146 "0"
"729" 4.947 5.2014 40 -0.481 3.939 1.371 9.956 "0" 1.159 1.091 1.396 "0" "1" 2.214 -0.028 0 2.232 4.288 3.133 9.591 "0"
"730" 5.13 3.5144 30 0 3.061 1.761 10.106 "1" 0.972 1.145 1.2 "0" "0" 2.175 -0.021 0 2.729 3.292 2.108 7.587 "0"
"731" 5.311 3.9327 29 0 3.168 1.823 10.13 "6" 0.984 1.147 1.137 "0" "0" 2.255 0.012 0 2.301 3.316 2.386 7.569 "0"
"732" 5.236 3.8422 25 0 2.906 1.406 9.967 "9" 1.014 1.156 1.063 "0" "0" 2.189 -0.08 0 1.309 3.306 3.219 7.385 "0"
"733" 5.303 4.1328 23.8 0 3.037 1.392 10.053 "12" 1.029 1.159 1.044 "0" "0" 2.236 0.047 0 1.164 3.331 3.472 7.491 "0"
"734" 6.177 6.591 29.2 0 4.01 1.617 11.591 "1" 1.231 1.317 0.908 "0" "0" 2.605 0 0 2.885 3.896 5.554 8.943 "0"
"735" 4.362 3.2686 23.8 0 2.882 1.906 9.059 "0" 1.003 1.162 1.1 "0" "0" 2 -0.079 0 2.524 3.13 2.75 7.228 "0"
"736" 4.347 3.0603 31 -0.082 3.192 2.3 9.338 "3" 0.986 1.143 1.167 "0" "0" 2.011 0.013 10.622 4.098 3.357 2.288 7.732 "0"
"737" 4.471 3.5147 32.3 0 3.169 2.231 9.373 "2" 0.973 1.141 1.193 "0" "0" 2.074 0.012 0 3.015 3.178 1.939 7.58 "0"
"738" 4.243 1.4085 31.3 0 3.474 0 9.8 "4" 1.008 1.143 1.099 "0" "0" 2.24 -0.001 0 5.475 3.347 2.048 8.242 "0"
"739" 3.902 3.1373 27.3 0 3.437 2.322 8.881 "0" 1.022 1.146 1.168 "0" "0" 1.919 -0.026 0 4.086 3.553 2.422 8.497 "0"
"740" 3.98 2.974 31.3 0 3.955 3.459 9.814 "0" 0.964 1.134 1.254 "0" "0" 1.981 0 0 8.931 4.047 1.576 8.864 "0"
"741" 5.197 3.9762 30.4 0.168 3.027 1.436 10.091 "2" 0.993 1.145 1.177 "0" "0" 2.194 0.044 10.538 2.176 3.434 2.546 7.817 "0"
"742" 4.17 3.2655 25 0 2.488 0.971 8.597 "2" 1.007 1.163 1.161 "0" "0" 1.848 0.397 9.431 1.542 3.232 3 7.151 "0"
"743" 5.334 5.7899 36 -0.95 4.052 2.273 10.952 "24" 1.009 1.133 1.204 "0" "0" 2.328 0 34.898 3.178 3.593 2.74 8.991 "0"
"744" 4.236 2.9329 31.4 -0.155 3.64 3.128 9.766 "1" 0.972 1.144 1.192 "0" "0" 1.991 0 10.523 7.244 3.309 1.981 8.07 "0"
"745" 4.724 1.7824 34.9 -0.779 4.016 3.711 10.425 "6" 0.98 1.135 1.212 "0" "0" 2.31 0 22.241 9.474 3.637 2.087 8.645 "0"
"746" 5.332 5.554 36.6 -1.839 3.932 2.396 10.694 "18" 1.02 1.132 1.184 "0" "0" 2.315 0 33.525 2.891 3.527 2.893 8.803 "0"
"747" 5.332 5.581 35.9 -2.172 3.942 2.396 10.694 "21" 1.032 1.133 1.169 "0" "0" 2.315 0 33.28 2.891 3.529 3.083 8.813 "0"
"748" 5.145 4.4958 33.3 0.113 3.159 1.371 10.236 "5" 0.993 1.139 1.22 "0" "0" 2.205 -0.025 10.837 2.499 3.578 2.608 8.085 "0"
"749" 4.414 3.81 28.6 -0.741 3.059 1.379 9.222 "1" 1.037 1.145 1.195 "0" "1" 2 0.149 9.797 2.133 3.822 3.087 8.259 "0"
"750" 5.262 4.373 25 -1.461 3.438 0.863 10.026 "0" 1.174 1.135 1.244 "0" "0" 2.175 0.161 9.625 1.435 4.263 4.036 9 "0"
"751" 5.35 4.5704 29.4 -0.443 3.468 1.975 10.725 "16" 1.004 1.147 1.132 "0" "0" 2.288 -0.002 11.395 3.488 3.56 2.798 8.234 "0"
"752" 5.342 5.7766 32.3 -1.429 5.191 4.189 11.504 "24" 0.979 1.135 1.218 "0" "0" 2.338 0 53.149 7.261 3.663 1.938 9.972 "0"
"753" 5.291 4.2076 32 -0.561 3.262 1.686 10.308 "7" 1.007 1.141 1.185 "0" "0" 2.244 0.014 21.759 2.733 3.567 2.871 8.163 "0"
"754" 4 3.0897 20 0 2.615 0.811 8.318 "0" 1.005 1.138 1.288 "0" "0" 1.732 -0.557 9.556 1 4.218 3.056 8.637 "0"
"755" 5.103 4.6435 28.6 -0.806 3.329 1.792 10.281 "5" 1.014 1.149 1.135 "0" "0" 2.165 -0.008 10.731 3.506 3.496 2.646 8.131 "0"
"756" 4.343 4.0038 23.5 1.101 3.126 1.5 9.309 "0" 1.002 1.157 1.25 "0" "0" 2 -0.083 0 2.682 3.859 2.563 8.427 "0"
"757" 4.414 4.3883 9.1 -0.662 2.946 1.379 9.222 "2" 1.097 1.219 1.074 "0" "0" 2 0.171 18.567 2.133 3.689 4.167 8.139 "0"
"758" 4.17 3.1822 20 0.532 2.959 0.971 8.597 "0" 1.002 1.117 1.408 "0" "0" 1.848 0.387 0 1.542 4.016 2.611 8.452 "0"
"759" 5.262 4.7497 23.1 0 3.907 2.217 10.2 "9" 1.051 1.143 1.207 "0" "0" 2.25 -0.002 11.647 2.369 4.416 2.831 9.522 "0"
"760" 5.284 5.2824 26.3 -1.009 4.028 2.187 10.651 "10" 1.024 1.131 1.244 "0" "0" 2.314 0 23.28 2.965 4.823 2.709 9.752 "0"
"761" 5.192 4.4911 28.6 0 3.904 2.797 10.588 "10" 0.986 1.143 1.181 "0" "0" 2.242 0 11.913 5.313 4.433 2.213 9.217 "0"
"762" 5.646 4.4339 26.7 0 3.465 0.811 10.505 "0" 1.048 1.141 1.264 "0" "1" 2.303 -0.08 0 1.411 4.26 3.104 8.986 "0"
"763" 5.27 5.6107 27.7 2.593 3.885 2.388 10.649 "6" 0.993 1.145 1.235 "0" "0" 2.284 0 0 3.036 4.075 2.185 9.047 "0"
"764" 5.331 4.3397 24.3 0 3.511 1.95 10.236 "9" 0.989 1.146 1.225 "0" "0" 2.292 -0.002 0 2.105 4.023 2.157 8.583 "0"
"765" 5.303 4.066 26.3 0 4.229 1.392 10.053 "6" 1.022 1.136 1.25 "1" "0" 2.236 0.043 0 1.164 6.874 2.75 12.258 "0"
"766" 4.461 3.5378 25 0 2.988 1.891 9.202 "0" 0.998 1.159 1.101 "0" "0" 2.053 0.044 0 2.244 3.155 2.611 7.315 "0"
"767" 5.098 3.6085 27.3 0 2.876 1.5 9.872 "0" 0.993 1.151 1.122 "0" "0" 2.112 -0.077 0 2.472 3.304 2.469 7.433 "0"
"768" 5.384 4.1685 28.6 0 3.094 1.371 10.315 "8" 0.986 1.148 1.138 "0" "0" 2.288 -0.023 0 1.985 3.426 2.542 7.704 "0"
"769" 5.102 4.3332 28.6 -0.426 3.054 1.436 10.05 "4" 1.014 1.149 1.138 "0" "0" 2.136 0.047 10.143 2.695 3.446 2.769 7.893 "0"
"770" 5.351 4.2358 31.2 0.15 4.697 3.066 10.673 "5" 0.969 1.136 1.294 "0" "0" 2.328 0 12.585 6.801 10.323 1.818 14.009 "0"
"771" 5.311 4.467 24.4 0.953 3.766 2.1 10.646 "9" 0.993 1.152 1.239 "0" "0" 2.267 0 0 4.692 4.029 2.131 8.883 "0"
"772" 5.365 2.9284 40.7 0 3.245 1.455 10.315 "0" 0.966 1.123 1.279 "0" "0" 2.315 -0.007 0 1.897 3.641 1.856 8.128 "0"
"773" 4.923 3.303 46.7 -0.995 3.413 1.185 9.911 "4" 1.042 1.107 1.268 "0" "1" 2.267 0.015 10.337 1.563 3.933 3.011 8.671 "0"
"774" 4.745 1.8876 40 0 3.937 1.936 10.509 "0" 0.974 1.128 1.269 "0" "0" 2.283 0 0 5.249 3.689 1.856 8.783 "0"
"775" 4.732 3.1875 41.2 0 2.984 0.875 9.579 "0" 0.979 1.127 1.287 "0" "0" 2.194 0.043 0 0.854 3.648 2.167 7.959 "0"
"776" 4.562 3.0804 41.2 0 2.984 0.875 9.54 "0" 0.979 1.127 1.282 "0" "0" 2.17 0.043 0 1.14 3.627 2.167 7.954 "0"
"777" 4.835 2.8214 40.7 -0.386 3.547 1.876 10.186 "3" 1.002 1.126 1.261 "0" "0" 2.263 0.001 21.912 3.249 3.681 2.619 8.55 "0"
"778" 4.843 3.0136 40.9 -0.043 3.715 1.662 10.166 "2" 1.022 1.121 1.285 "0" "1" 2.283 -0.002 10.99 2.652 4.05 2.607 9.03 "0"
"779" 4.883 2.8874 40 -0.383 3.607 1.831 10.332 "3" 0.998 1.127 1.264 "0" "0" 2.297 -0.001 22.051 3.288 3.726 2.556 8.63 "0"
"780" 4.522 2.3963 36 0 3.253 1.887 9.535 "0" 0.98 1.14 1.231 "0" "0" 2.157 -0.007 0 3.141 3.555 2.061 8.005 "0"
"781" 5.006 3.7647 33.3 0 3.583 1.23 10.309 "8" 1.083 1.153 1.194 "0" "0" 2.338 -0.003 41.057 1.873 3.938 3.615 8.92 "0"
"782" 5.386 4.1216 33.3 0 4.091 1.708 11.059 "8" 1.057 1.171 1.142 "0" "0" 2.479 0 44.711 2.168 4.004 3.475 9.257 "0"
"783" 4.732 3.3706 42.9 0 3.193 1.187 9.642 "4" 1.037 1.125 1.241 "0" "0" 2.194 -0.027 20.013 1.659 3.813 3.074 8.405 "0"
"784" 5.029 3.701 42.9 0 3.647 1.16 10.122 "4" 1.084 1.117 1.297 "0" "1" 2.318 -0.008 20.473 1.572 4.106 3.202 9.12 "0"
"785" 4.965 3.6476 42.9 0 3.647 1.16 10.099 "4" 1.084 1.117 1.295 "0" "1" 2.305 -0.008 20.473 1.553 4.054 3.202 9.118 "0"
"786" 4.675 2.4203 52.2 0 3.495 0 9.971 "4" 0.989 1.099 1.306 "0" "0" 2.236 0.001 0 2.829 3.664 2.064 8.488 "0"
"787" 4.562 3.17 40 0 3.011 0.875 9.54 "2" 1.005 1.13 1.226 "0" "0" 2.17 0.046 0 1.14 3.639 2.667 7.986 "0"
"788" 4.687 2.9071 38.5 -0.066 3.459 1.604 10.007 "3" 1.002 1.131 1.229 "0" "0" 2.242 -0.002 10.681 2.731 3.666 2.423 8.395 "0"
"789" 4.77 3.3837 40 0 3.299 1.185 9.882 "6" 1.057 1.13 1.212 "0" "0" 2.236 0.015 20.072 1.74 3.834 3.333 8.516 "0"
"790" 5.163 4.1935 31.6 0 3.817 1.225 10.607 "14" 1.137 1.156 1.167 "0" "0" 2.411 0 62.168 1.526 4.018 4.042 9.217 "0"
"791" 4.807 3.3877 46.2 0 3.462 0.881 9.833 "2" 1.048 1.103 1.321 "0" "1" 2.246 -0.026 0 1.06 3.999 2.802 8.87 "0"
"792" 5.019 3.2862 37.5 -0.627 3.891 1.886 10.548 "7" 1.029 1.131 1.23 "0" "1" 2.366 0 22.352 3.188 3.96 2.728 9.042 "0"
"793" 5.119 3.7467 46.2 0 3.825 0.832 10.265 "2" 1.098 1.095 1.344 "0" "1" 2.365 -0.008 0 0.952 4.216 2.98 9.376 "0"
"794" 5.26 2.4916 37.5 -0.416 4.387 2.929 10.814 "5" 1.013 1.124 1.281 "0" "1" 2.438 0 11.973 6.971 4.295 2.389 9.725 "0"
"795" 4.783 3.2512 50 0 3.319 1.187 9.668 "2" 1.022 1.1 1.321 "0" "1" 2.222 -0.026 10.143 1.358 3.911 2.716 8.565 "0"
"796" 4.543 2.7404 47.6 0.078 3.315 1.705 9.722 "1" 0.988 1.109 1.296 "0" "0" 2.166 -0.008 10.53 2.905 3.611 2.394 8.295 "0"
"797" 5.072 2.2317 35.4 -0.862 4.429 3.61 10.833 "12" 0.978 1.134 1.212 "0" "0" 2.351 0 25.194 10.844 3.794 1.991 9.08 "0"
"798" 5.315 3.0581 40.7 -0.875 3.461 1.23 10.548 "4" 0.994 1.123 1.243 "0" "0" 2.334 -0.002 10.562 2.215 3.743 2.558 8.485 "0"
"799" 5.107 2.9658 39.3 -0.472 3.533 1.876 10.447 "8" 1.006 1.126 1.217 "0" "0" 2.248 0.001 11.344 3.439 3.678 2.47 8.491 "0"
"800" 4.882 3.4294 41.2 -1.168 3.483 1.258 10.136 "8" 1.069 1.127 1.199 "0" "0" 2.288 0.005 30.73 2.011 3.857 3.5 8.704 "0"
"801" 5.489 2.1976 35 -0.117 4.423 3.682 11.345 "8" 0.974 1.135 1.225 "0" "0" 2.466 0 12.336 11.779 3.854 1.943 9.163 "0"
"802" 4.828 3.3085 57.1 0 3.292 1.261 9.749 "0" 1.006 1.101 1.35 "0" "0" 2.247 0.015 0 1.436 3.761 2.833 8.437 "0"
"803" 4.914 2.2884 40.5 -0.173 3.986 1.426 10.632 "3" 1.003 1.128 1.232 "0" "0" 2.328 0 12.142 4.181 3.733 2.462 8.913 "0"
"804" 4 2 33.3 0 3.22 0 9.314 "0" 0.961 1.138 1.205 "0" "0" 2 0.003 0 1.244 3.009 1.5 7.439 "0"
"805" 4.732 2.8489 42.9 0 3.549 1.187 9.642 "0" 1.011 1.091 1.421 "0" "1" 2.194 -0.024 0 1.659 4.523 2.329 9.314 "0"
"806" 4.733 1.7208 37.9 0 4.248 2.513 10.593 "11" 0.981 1.125 1.261 "0" "0" 2.259 0 0 7.746 3.999 1.893 9.225 "0"
"807" 5.272 3.2017 36 0 3.817 1.754 10.523 "8" 1.022 1.114 1.321 "0" "0" 2.307 -0.001 0 2.952 4.702 2.587 9.602 "0"
"808" 4.872 3.1623 36 -0.121 3.472 1.508 10.166 "3" 1.011 1.14 1.215 "0" "0" 2.296 -0.002 10.696 2.373 3.736 2.59 8.47 "0"
"809" 5.096 2.7457 52.2 0 5.261 0.749 10.806 "4" 1.049 1.058 1.513 "1" "0" 2.396 0 0 3.141 6.954 2.175 13.369 "0"
"810" 4.782 3.0562 40 -0.896 3.324 1.273 9.947 "4" 1.015 1.129 1.215 "0" "0" 2.251 -0.008 10.38 1.951 3.708 2.773 8.322 "0"
"811" 4.892 3.2952 36.7 -0.505 3.598 1.805 10.235 "7" 1.009 1.134 1.205 "0" "0" 2.295 -0.001 11.03 2.809 3.712 2.456 8.522 "0"
"812" 5.451 2.5976 42.4 0 4.191 1.113 10.865 "8" 1.013 1.099 1.36 "0" "1" 2.409 0 0 3.05 4.72 2.293 9.912 "0"
